manzent,predios_estrategicos,num_predios_estrategicos,tipo_control,num_combis_consideradas,num_combis_disponibles,num_predios_considerados,num_predios_disponibles
13120041004007,,0,sin_control,0,0,0,0
13120041005001,,0,sin_control,0,0,0,0
13120041005002,,0,sin_control,0,0,0,0
13120041005003,,0,sin_control,0,0,0,0
13120041005004,,0,sin_control,0,0,0,0
13120041005005,,0,sin_control,0,0,0,0
13120041005006,,0,sin_control,0,0,0,0
13120041005007,,0,sin_control,0,0,0,0
13120041005008,,0,sin_control,0,0,0,0
13120041005009,,0,sin_control,0,0,0,0
13120041005011,,0,sin_control,0,0,0,0
13120041005014,,0,sin_control,0,0,0,0
13120041005015,,0,sin_control,0,0,0,0
13120041005016,,0,sin_control,0,0,0,0
13120041005017,,0,sin_control,0,0,0,0
13120041005018,,0,sin_control,0,0,0,0
13120041005019,,0,sin_control,0,0,0,0
13120041005020,,0,sin_control,0,0,0,0
13120041005022,,0,sin_control,0,0,0,0
13120041005023,,0,sin_control,0,0,0,0
13120041005025,,0,sin_control,0,0,0,0
13120041005026,,0,sin_control,0,0,0,0
13120041005027,,0,sin_control,0,0,0,0
13120041005028,,0,sin_control,0,0,0,0
13120041005029,,0,sin_control,0,0,0,0
13120041005031,,0,sin_control,0,0,0,0
13120041005032,,0,sin_control,0,0,0,0
13120041005033,,0,sin_control,0,0,0,0
13120041005034,,0,sin_control,0,0,0,0
13120041005035,,0,sin_control,0,0,0,0
13120041005036,,0,sin_control,0,0,0,0
13120041005037,,0,sin_control,0,0,0,0
13120041005039,,0,sin_control,0,0,0,0
13120041005040,,0,sin_control,0,0,0,0
13120041005041,,0,sin_control,0,0,0,0
13120041005043,,0,sin_control,0,0,0,0
13120041005045,,0,sin_control,0,0,0,0
13120041005047,,0,sin_control,0,0,0,0
13120041005049,,0,sin_control,0,0,0,0
13120041005050,,0,sin_control,0,0,0,0
13120051001002,,0,sin_control,0,0,0,0
13120051001004,,0,sin_control,0,0,0,0
13120051001005,,0,sin_control,0,0,0,0
13120051001006,,0,sin_control,0,0,0,0
13120051001007,,0,sin_control,0,0,0,0
13120051001009,,0,sin_control,0,0,0,0
13120051001010,,0,sin_control,0,0,0,0
13120051002001,,0,sin_control,0,0,0,0
13120051002002,,0,sin_control,0,0,0,0
13120051002003,,0,sin_control,0,0,0,0
13120051002004,,0,sin_control,0,0,0,0
13120051002005,,0,sin_control,0,0,0,0
13120051002006,,0,sin_control,0,0,0,0
13120051002007,,0,sin_control,0,0,0,0
13120051002008,,0,sin_control,0,0,0,0
13120051002009,,0,sin_control,0,0,0,0
13120051002010,,0,sin_control,0,0,0,0
13120051002011,,0,sin_control,0,0,0,0
13120051002012,,0,sin_control,0,0,0,0
13120051002013,,0,sin_control,0,0,0,0
13120051002014,,0,sin_control,0,0,0,0
13120051002015,,0,sin_control,0,0,0,0
13120051002017,,0,sin_control,0,0,0,0
13120051002019,,0,sin_control,0,0,0,0
13120051002022,,0,sin_control,0,0,0,0
13120051002023,,0,sin_control,0,0,0,0
13120051002024,,0,sin_control,0,0,0,0
13120051002025,,0,sin_control,0,0,0,0
13120051002030,,0,sin_control,0,0,0,0
13120051002033,,0,sin_control,0,0,0,0
13120051002034,,0,sin_control,0,0,0,0
13120051002035,,0,sin_control,0,0,0,0
13120051002036,,0,sin_control,0,0,0,0
13120051002037,,0,sin_control,0,0,0,0
13120051002039,,0,sin_control,0,0,0,0
13120051002040,,0,sin_control,0,0,0,0
13120051002041,,0,sin_control,0,0,0,0
13120051002044,,0,sin_control,0,0,0,0
13120051002045,,0,sin_control,0,0,0,0
13120051002046,,0,sin_control,0,0,0,0
13120051002047,,0,sin_control,0,0,0,0
13120051002048,,0,sin_control,0,0,0,0
13120051002050,,0,sin_control,0,0,0,0
13120051002053,,0,sin_control,0,0,0,0
13120051002054,,0,sin_control,0,0,0,0
13120051002056,,0,sin_control,0,0,0,0
13120051002057,,0,sin_control,0,0,0,0
13120051003001,,0,sin_control,0,0,0,0
13120051003002,,0,sin_control,0,0,0,0
13120051003003,,0,sin_control,0,0,0,0
13120051003004,,0,sin_control,0,0,0,0
13120051003005,,0,sin_control,0,0,0,0
13120051003006,,0,sin_control,0,0,0,0
13120051003007,,0,sin_control,0,0,0,0
13120051003008,,0,sin_control,0,0,0,0
13120051003009,,0,sin_control,0,0,0,0
13120051004001,,0,sin_control,0,0,0,0
13120051004002,,0,sin_control,0,0,0,0
13120051004004,,0,sin_control,0,0,0,0
13120051004005,,0,sin_control,0,0,0,0
13120061001001,,0,sin_control,0,0,0,0
13120061001003,,0,sin_control,0,0,0,0
13120061001004,,0,sin_control,0,0,0,0
13120061001005,,0,sin_control,0,0,0,0
13120061001006,,0,sin_control,0,0,0,0
13120061001007,,0,sin_control,0,0,0,0
13120061001008,,0,sin_control,0,0,0,0
13120061001009,,0,sin_control,0,0,0,0
13120061001014,,0,sin_control,0,0,0,0
13120061001015,,0,sin_control,0,0,0,0
13120061001016,,0,sin_control,0,0,0,0
13120061001019,,0,sin_control,0,0,0,0
13120061001021,,0,sin_control,0,0,0,0
13120061001023,,0,sin_control,0,0,0,0
13120061001024,,0,sin_control,0,0,0,0
13120061001026,,0,sin_control,0,0,0,0
13120061001027,,0,sin_control,0,0,0,0
13120061001028,,0,sin_control,0,0,0,0
13120061001029,,0,sin_control,0,0,0,0
13120061003008,,0,sin_control,0,0,0,0
13120061003009,,0,sin_control,0,0,0,0
13120061003011,,0,sin_control,0,0,0,0
13120061003012,,0,sin_control,0,0,0,0
13120061003013,,0,sin_control,0,0,0,0
13120061003016,,0,sin_control,0,0,0,0
13120061003017,,0,sin_control,0,0,0,0
13120061003018,,0,sin_control,0,0,0,0
13120061003019,,0,sin_control,0,0,0,0
13120061003021,,0,sin_control,0,0,0,0
13120061003022,,0,sin_control,0,0,0,0
13120061004001,,0,sin_control,0,0,0,0
13120061004002,,0,sin_control,0,0,0,0
13120061004004,,0,sin_control,0,0,0,0
13120061004005,,0,sin_control,0,0,0,0
13120061004006,,0,sin_control,0,0,0,0
13120061004007,,0,sin_control,0,0,0,0
13120061004008,,0,sin_control,0,0,0,0
13120061004010,,0,sin_control,0,0,0,0
13120061004015,,0,sin_control,0,0,0,0
13120061004016,,0,sin_control,0,0,0,0
13120061004017,,0,sin_control,0,0,0,0
13120061004018,,0,sin_control,0,0,0,0
13120061004020,,0,sin_control,0,0,0,0
13120061004021,,0,sin_control,0,0,0,0
13120061004022,,0,sin_control,0,0,0,0
13120061004023,,0,sin_control,0,0,0,0
13120061004025,,0,sin_control,0,0,0,0
13120061004026,,0,sin_control,0,0,0,0
13120061005002,,0,sin_control,0,0,0,0
13120061005004,,0,sin_control,0,0,0,0
13120061005006,,0,sin_control,0,0,0,0
13120061005007,,0,sin_control,0,0,0,0
13120061005009,,0,sin_control,0,0,0,0
13120061005011,,0,sin_control,0,0,0,0
13120061005012,,0,sin_control,0,0,0,0
13120061005013,,0,sin_control,0,0,0,0
13120061005014,,0,sin_control,0,0,0,0
13120061005015,,0,sin_control,0,0,0,0
13120061005017,,0,sin_control,0,0,0,0
13120061005019,,0,sin_control,0,0,0,0
13120061005022,,0,sin_control,0,0,0,0
13120061005024,,0,sin_control,0,0,0,0
13120061005025,,0,sin_control,0,0,0,0
13120061005026,,0,sin_control,0,0,0,0
13120071001002,,0,sin_control,0,0,0,0
13120071001003,,0,sin_control,0,0,0,0
13120071001004,,0,sin_control,0,0,0,0
13120071002001,,0,sin_control,0,0,0,0
13120071002004,,0,sin_control,0,0,0,0
13120071002005,,0,sin_control,0,0,0,0
13120071003003,,0,sin_control,0,0,0,0
13120071004002,,0,sin_control,0,0,0,0
13120071004003,,0,sin_control,0,0,0,0
13120071005003,,0,sin_control,0,0,0,0
13120071005004,,0,sin_control,0,0,0,0
13120071005011,,0,sin_control,0,0,0,0
13120071005012,,0,sin_control,0,0,0,0
13120071005013,,0,sin_control,0,0,0,0
13120071006026,,0,sin_control,0,0,0,0
13120071006027,,0,sin_control,0,0,0,0
13120071006028,,0,sin_control,0,0,0,0
13120071007001,,0,sin_control,0,0,0,0
13120071007002,,0,sin_control,0,0,0,0
13120071007003,,0,sin_control,0,0,0,0
13120071007005,,0,sin_control,0,0,0,0
13120071007006,,0,sin_control,0,0,0,0
13120071007007,,0,sin_control,0,0,0,0
13120071007008,,0,sin_control,0,0,0,0
13120071007009,,0,sin_control,0,0,0,0
13120081003002,,0,sin_control,0,0,0,0
13120081003003,,0,sin_control,0,0,0,0
13120081003004,,0,sin_control,0,0,0,0
13120081003008,,0,sin_control,0,0,0,0
13120081004007,,0,sin_control,0,0,0,0
13120081004010,,0,sin_control,0,0,0,0
13120081004013,,0,sin_control,0,0,0,0
13120081004014,,0,sin_control,0,0,0,0
13120081004015,,0,sin_control,0,0,0,0
13120081004016,,0,sin_control,0,0,0,0
13120081004017,,0,sin_control,0,0,0,0
13120081004018,,0,sin_control,0,0,0,0
13120081004019,,0,sin_control,0,0,0,0
13120081004020,,0,sin_control,0,0,0,0
13120081004021,,0,sin_control,0,0,0,0
13120081004022,,0,sin_control,0,0,0,0
13120081004026,,0,sin_control,0,0,0,0
13120081004027,,0,sin_control,0,0,0,0
13120081004031,,0,sin_control,0,0,0,0
13120091001001,,0,sin_control,0,0,0,0
13120091002003,,0,sin_control,0,0,0,0
13120101001001,,0,sin_control,0,0,0,0
13120101001010,,0,sin_control,0,0,0,0
13120101001013,,0,sin_control,0,0,0,0
13120101001015,,0,sin_control,0,0,0,0
13120101002003,,0,sin_control,0,0,0,0
13120101002004,,0,sin_control,0,0,0,0
13120101003007,,0,sin_control,0,0,0,0
13120101004001,,0,sin_control,0,0,0,0
13120101004003,,0,sin_control,0,0,0,0
13120101004004,,0,sin_control,0,0,0,0
13120101005002,,0,sin_control,0,0,0,0
13120101006001,,0,sin_control,0,0,0,0
13120101006004,,0,sin_control,0,0,0,0
13120101006005,,0,sin_control,0,0,0,0
13120101008003,,0,sin_control,0,0,0,0
13120101008006,,0,sin_control,0,0,0,0
13120101008007,,0,sin_control,0,0,0,0
13120101008008,,0,sin_control,0,0,0,0
13120111001002,,0,sin_control,0,0,0,0
13120111001003,,0,sin_control,0,0,0,0
13120111001004,,0,sin_control,0,0,0,0
13120111001005,,0,sin_control,0,0,0,0
13120111001006,,0,sin_control,0,0,0,0
13120111001007,,0,sin_control,0,0,0,0
13120111001008,,0,sin_control,0,0,0,0
13120111001009,,0,sin_control,0,0,0,0
13120111001010,,0,sin_control,0,0,0,0
13120111001011,,0,sin_control,0,0,0,0
13120111001012,,0,sin_control,0,0,0,0
13120111001014,,0,sin_control,0,0,0,0
13120111001015,,0,sin_control,0,0,0,0
13120111001017,,0,sin_control,0,0,0,0
13120111001018,,0,sin_control,0,0,0,0
13120111001019,,0,sin_control,0,0,0,0
13120111002001,,0,sin_control,0,0,0,0
13120111002002,,0,sin_control,0,0,0,0
13120111002003,,0,sin_control,0,0,0,0
13120111002004,,0,sin_control,0,0,0,0
13120111002005,,0,sin_control,0,0,0,0
13120111002006,,0,sin_control,0,0,0,0
13120111002007,,0,sin_control,0,0,0,0
13120111002008,,0,sin_control,0,0,0,0
13120111002009,,0,sin_control,0,0,0,0
13120111002010,,0,sin_control,0,0,0,0
13120111002011,,0,sin_control,0,0,0,0
13120111002012,,0,sin_control,0,0,0,0
13120111002014,,0,sin_control,0,0,0,0
13120111003001,,0,sin_control,0,0,0,0
13120111003003,,0,sin_control,0,0,0,0
13120111003004,,0,sin_control,0,0,0,0
13120111003006,,0,sin_control,0,0,0,0
13120111003007,,0,sin_control,0,0,0,0
13120111003008,,0,sin_control,0,0,0,0
13120111003010,,0,sin_control,0,0,0,0
13120111004001,,0,sin_control,0,0,0,0
13120111004002,,0,sin_control,0,0,0,0
13120111004003,,0,sin_control,0,0,0,0
13120111004004,,0,sin_control,0,0,0,0
13120111004005,,0,sin_control,0,0,0,0
13120111004006,,0,sin_control,0,0,0,0
13120111004007,,0,sin_control,0,0,0,0
13120111005001,,0,sin_control,0,0,0,0
13120111005002,,0,sin_control,0,0,0,0
13120111005003,,0,sin_control,0,0,0,0
13120111005004,,0,sin_control,0,0,0,0
13120111005005,,0,sin_control,0,0,0,0
13120111005010,,0,sin_control,0,0,0,0
13120111006001,,0,sin_control,0,0,0,0
13120111006002,,0,sin_control,0,0,0,0
13120111006003,,0,sin_control,0,0,0,0
13120111006004,,0,sin_control,0,0,0,0
13120111006005,,0,sin_control,0,0,0,0
13120111006006,,0,sin_control,0,0,0,0
13120111006007,,0,sin_control,0,0,0,0
13120111006008,,0,sin_control,0,0,0,0
13120111006009,,0,sin_control,0,0,0,0
13120111006010,,0,sin_control,0,0,0,0
13120111007001,,0,sin_control,0,0,0,0
13120111007002,,0,sin_control,0,0,0,0
13120111007003,,0,sin_control,0,0,0,0
13120111007004,,0,sin_control,0,0,0,0
13120111007005,,0,sin_control,0,0,0,0
13120111007006,,0,sin_control,0,0,0,0
13120111007007,,0,sin_control,0,0,0,0
13120111007008,,0,sin_control,0,0,0,0
13120111007009,,0,sin_control,0,0,0,0
13120111007010,,0,sin_control,0,0,0,0
13120111007011,,0,sin_control,0,0,0,0
13120111007012,,0,sin_control,0,0,0,0
13120111007013,,0,sin_control,0,0,0,0
13120111007014,,0,sin_control,0,0,0,0
13123011001011,,0,sin_control,0,0,0,0
13123011001014,,0,sin_control,0,0,0,0
13123011001016,,0,sin_control,0,0,0,0
13123011001017,,0,sin_control,0,0,0,0
13123011001018,,0,sin_control,0,0,0,0
13123011002001,,0,sin_control,0,0,0,0
13123011002003,,0,sin_control,0,0,0,0
13123011002004,,0,sin_control,0,0,0,0
13123011002005,,0,sin_control,0,0,0,0
13123011002006,,0,sin_control,0,0,0,0
13123011002007,,0,sin_control,0,0,0,0
13123011002008,,0,sin_control,0,0,0,0
13123011002009,,0,sin_control,0,0,0,0
13123011002010,,0,sin_control,0,0,0,0
13123011002011,,0,sin_control,0,0,0,0
13123011002012,,0,sin_control,0,0,0,0
13123011002013,,0,sin_control,0,0,0,0
13123011002014,,0,sin_control,0,0,0,0
13123011003001,,0,sin_control,0,0,0,0
13123011003002,,0,sin_control,0,0,0,0
13123011003005,,0,sin_control,0,0,0,0
13123011003008,,0,sin_control,0,0,0,0
13123011003009,,0,sin_control,0,0,0,0
13123011003010,,0,sin_control,0,0,0,0
13123011003014,,0,sin_control,0,0,0,0
13123011003015,,0,sin_control,0,0,0,0
13123011003016,,0,sin_control,0,0,0,0
13123011003017,,0,sin_control,0,0,0,0
13123011004002,,0,sin_control,0,0,0,0
13123011004003,,0,sin_control,0,0,0,0
13123011004004,,0,sin_control,0,0,0,0
13123011004005,,0,sin_control,0,0,0,0
13123011004007,,0,sin_control,0,0,0,0
13123011004008,,0,sin_control,0,0,0,0
13123011004009,,0,sin_control,0,0,0,0
13123011004014,,0,sin_control,0,0,0,0
13123011004015,,0,sin_control,0,0,0,0
13123011004016,,0,sin_control,0,0,0,0
13123011004017,,0,sin_control,0,0,0,0
13123011004018,,0,sin_control,0,0,0,0
13123011004019,,0,sin_control,0,0,0,0
13123011004020,,0,sin_control,0,0,0,0
13123011004021,,0,sin_control,0,0,0,0
13123011005002,,0,sin_control,0,0,0,0
13123011005003,,0,sin_control,0,0,0,0
13123011005005,,0,sin_control,0,0,0,0
13123011005006,,0,sin_control,0,0,0,0
13123011005007,,0,sin_control,0,0,0,0
13123011005008,,0,sin_control,0,0,0,0
13123011005009,,0,sin_control,0,0,0,0
13123011005010,,0,sin_control,0,0,0,0
13123011005011,,0,sin_control,0,0,0,0
13123011005013,,0,sin_control,0,0,0,0
13123011005014,,0,sin_control,0,0,0,0
13123011005015,,0,sin_control,0,0,0,0
13123011005016,,0,sin_control,0,0,0,0
13123011005017,,0,sin_control,0,0,0,0
13123011005018,,0,sin_control,0,0,0,0
13123011005019,,0,sin_control,0,0,0,0
13123011005020,,0,sin_control,0,0,0,0
13123011005021,,0,sin_control,0,0,0,0
13123011005022,,0,sin_control,0,0,0,0
13123011005023,,0,sin_control,0,0,0,0
13123011005024,,0,sin_control,0,0,0,0
13123011005025,,0,sin_control,0,0,0,0
13123011006003,,0,sin_control,0,0,0,0
13123011006004,,0,sin_control,0,0,0,0
13123011006007,,0,sin_control,0,0,0,0
13123011006008,,0,sin_control,0,0,0,0
13123011006009,,0,sin_control,0,0,0,0
13123011006010,,0,sin_control,0,0,0,0
13123011006011,,0,sin_control,0,0,0,0
13123011006013,,0,sin_control,0,0,0,0
13123011006014,,0,sin_control,0,0,0,0
13123011006015,,0,sin_control,0,0,0,0
13123011006016,,0,sin_control,0,0,0,0
13123011006017,,0,sin_control,0,0,0,0
13123011007006,,0,sin_control,0,0,0,0
13123011008003,,0,sin_control,0,0,0,0
13123011008004,,0,sin_control,0,0,0,0
13123021001001,,0,sin_control,0,0,0,0
13123021001002,,0,sin_control,0,0,0,0
13123021001003,,0,sin_control,0,0,0,0
13123021002007,,0,sin_control,0,0,0,0
13123021002009,,0,sin_control,0,0,0,0
13123021002010,,0,sin_control,0,0,0,0
13123021003001,,0,sin_control,0,0,0,0
13123021003002,,0,sin_control,0,0,0,0
13123021003003,,0,sin_control,0,0,0,0
13123021003004,,0,sin_control,0,0,0,0
13123021003009,,0,sin_control,0,0,0,0
13123021005007,,0,sin_control,0,0,0,0
13123021005008,,0,sin_control,0,0,0,0
13123021005009,,0,sin_control,0,0,0,0
13123021005010,,0,sin_control,0,0,0,0
13123021005011,,0,sin_control,0,0,0,0
13123021005012,,0,sin_control,0,0,0,0
13123021006002,,0,sin_control,0,0,0,0
13123021006003,,0,sin_control,0,0,0,0
13123021006004,,0,sin_control,0,0,0,0
13123021006005,,0,sin_control,0,0,0,0
13123021006006,,0,sin_control,0,0,0,0
13123021007001,,0,sin_control,0,0,0,0
13123021007002,,0,sin_control,0,0,0,0
13123021007003,,0,sin_control,0,0,0,0
13123021007004,,0,sin_control,0,0,0,0
13123021007005,,0,sin_control,0,0,0,0
13123021007006,,0,sin_control,0,0,0,0
13123021007007,,0,sin_control,0,0,0,0
13123021007008,,0,sin_control,0,0,0,0
13123021007009,,0,sin_control,0,0,0,0
13123021007010,,0,sin_control,0,0,0,0
13123021007011,,0,sin_control,0,0,0,0
13123021007012,,0,sin_control,0,0,0,0
13123021007013,,0,sin_control,0,0,0,0
13123021007015,,0,sin_control,0,0,0,0
13123031001009,,0,sin_control,0,0,0,0
13123031002007,,0,sin_control,0,0,0,0
13123031004001,,0,sin_control,0,0,0,0
13123031004002,,0,sin_control,0,0,0,0
13123031004004,,0,sin_control,0,0,0,0
13123031005002,,0,sin_control,0,0,0,0
13123031005004,,0,sin_control,0,0,0,0
13123031005005,,0,sin_control,0,0,0,0
13123031006004,,0,sin_control,0,0,0,0
13123031006006,,0,sin_control,0,0,0,0
13123031006008,,0,sin_control,0,0,0,0
13123031007003,,0,sin_control,0,0,0,0
13123031007006,,0,sin_control,0,0,0,0
13123031007007,,0,sin_control,0,0,0,0
13123031007008,,0,sin_control,0,0,0,0
13123031007009,,0,sin_control,0,0,0,0
13123031007010,,0,sin_control,0,0,0,0
13123031008002,,0,sin_control,0,0,0,0
13123031009011,,0,sin_control,0,0,0,0
13123031010002,,0,sin_control,0,0,0,0
13123031011009,,0,sin_control,0,0,0,0
13123041001002,,0,sin_control,0,0,0,0
13123041001006,,0,sin_control,0,0,0,0
13123041001007,,0,sin_control,0,0,0,0
13123041001008,,0,sin_control,0,0,0,0
13123041002001,,0,sin_control,0,0,0,0
13123041003002,,0,sin_control,0,0,0,0
13123041003004,,0,sin_control,0,0,0,0
13123041003024,,0,sin_control,0,0,0,0
13123041003031,,0,sin_control,0,0,0,0
13123041003033,,0,sin_control,0,0,0,0
13123041003034,,0,sin_control,0,0,0,0
13123041003036,,0,sin_control,0,0,0,0
13123041003038,,0,sin_control,0,0,0,0
13123041003039,,0,sin_control,0,0,0,0
13123041003040,,0,sin_control,0,0,0,0
13123041003041,,0,sin_control,0,0,0,0
13123041003042,,0,sin_control,0,0,0,0
13123041003043,,0,sin_control,0,0,0,0
13123041003044,,0,sin_control,0,0,0,0
13123041003045,,0,sin_control,0,0,0,0
13123041004001,,0,sin_control,0,0,0,0
13123041004003,,0,sin_control,0,0,0,0
13123041004004,,0,sin_control,0,0,0,0
13123041004005,,0,sin_control,0,0,0,0
13123041004008,,0,sin_control,0,0,0,0
13123041004009,,0,sin_control,0,0,0,0
13123041004010,,0,sin_control,0,0,0,0
13123041004011,,0,sin_control,0,0,0,0
13123041004012,,0,sin_control,0,0,0,0
13123041004014,,0,sin_control,0,0,0,0
13123041004015,,0,sin_control,0,0,0,0
13123041004016,,0,sin_control,0,0,0,0
13123041004017,,0,sin_control,0,0,0,0
13123041005001,,0,sin_control,0,0,0,0
13123041005004,,0,sin_control,0,0,0,0
13123041005006,,0,sin_control,0,0,0,0
13123041005008,,0,sin_control,0,0,0,0
13123041006001,,0,sin_control,0,0,0,0
13123041006002,,0,sin_control,0,0,0,0
13123041006003,,0,sin_control,0,0,0,0
13123041006007,,0,sin_control,0,0,0,0
13123041007004,,0,sin_control,0,0,0,0
13123041008001,,0,sin_control,0,0,0,0
13123041008002,,0,sin_control,0,0,0,0
13123041009007,,0,sin_control,0,0,0,0
13123041009008,,0,sin_control,0,0,0,0
13123041010001,,0,sin_control,0,0,0,0
13123041010005,,0,sin_control,0,0,0,0
13123041010006,,0,sin_control,0,0,0,0
13123041010007,,0,sin_control,0,0,0,0
13123041010008,,0,sin_control,0,0,0,0
13123041010009,,0,sin_control,0,0,0,0
13123041010010,,0,sin_control,0,0,0,0
13123041010011,,0,sin_control,0,0,0,0
13123041010012,,0,sin_control,0,0,0,0
13123041011002,,0,sin_control,0,0,0,0
13123041011003,,0,sin_control,0,0,0,0
13123041011004,,0,sin_control,0,0,0,0
13123041011005,,0,sin_control,0,0,0,0
13123041011006,,0,sin_control,0,0,0,0
13123041012002,,0,sin_control,0,0,0,0
13123041012007,,0,sin_control,0,0,0,0
13123041012009,,0,sin_control,0,0,0,0
13123051001001,,0,sin_control,0,0,0,0
13123051001002,,0,sin_control,0,0,0,0
13123051001003,,0,sin_control,0,0,0,0
13123051001004,,0,sin_control,0,0,0,0
13123051001005,,0,sin_control,0,0,0,0
13123051001006,,0,sin_control,0,0,0,0
13123051001007,,0,sin_control,0,0,0,0
13123051001008,,0,sin_control,0,0,0,0
13123051001009,,0,sin_control,0,0,0,0
13123051001010,,0,sin_control,0,0,0,0
13123051001011,,0,sin_control,0,0,0,0
13123051001012,,0,sin_control,0,0,0,0
13123051001015,,0,sin_control,0,0,0,0
13123051001016,,0,sin_control,0,0,0,0
13123051001017,,0,sin_control,0,0,0,0
13123051001018,,0,sin_control,0,0,0,0
13123051001019,,0,sin_control,0,0,0,0
13123051001020,,0,sin_control,0,0,0,0
13123051001021,,0,sin_control,0,0,0,0
13123051001022,,0,sin_control,0,0,0,0
13123051001023,,0,sin_control,0,0,0,0
13123051001024,,0,sin_control,0,0,0,0
13123051001026,,0,sin_control,0,0,0,0
13123051001027,,0,sin_control,0,0,0,0
13123051001028,,0,sin_control,0,0,0,0
13123051001032,,0,sin_control,0,0,0,0
13123051001033,,0,sin_control,0,0,0,0
13123051001034,,0,sin_control,0,0,0,0
13123051001035,,0,sin_control,0,0,0,0
13123051001037,,0,sin_control,0,0,0,0
13123051001039,,0,sin_control,0,0,0,0
13123051002003,,0,sin_control,0,0,0,0
13123051002004,,0,sin_control,0,0,0,0
13123051002006,,0,sin_control,0,0,0,0
13123051002010,,0,sin_control,0,0,0,0
13123051002011,,0,sin_control,0,0,0,0
13123051002012,,0,sin_control,0,0,0,0
13123051002014,,0,sin_control,0,0,0,0
13123051002015,,0,sin_control,0,0,0,0
13123051002016,,0,sin_control,0,0,0,0
13123051002017,,0,sin_control,0,0,0,0
13123051002018,,0,sin_control,0,0,0,0
13123051002019,,0,sin_control,0,0,0,0
13123051002020,,0,sin_control,0,0,0,0
13123051002022,,0,sin_control,0,0,0,0
13123061001006,,0,sin_control,0,0,0,0
13123061001007,,0,sin_control,0,0,0,0
13123061002005,,0,sin_control,0,0,0,0
13123061002006,,0,sin_control,0,0,0,0
13123061002007,,0,sin_control,0,0,0,0
13123061002012,,0,sin_control,0,0,0,0
13123061002017,,0,sin_control,0,0,0,0
13123061002020,,0,sin_control,0,0,0,0
13123061002028,,0,sin_control,0,0,0,0
13123061002030,,0,sin_control,0,0,0,0
13123061002031,,0,sin_control,0,0,0,0
13123061002032,,0,sin_control,0,0,0,0
13123061003003,,0,sin_control,0,0,0,0
13123061003004,,0,sin_control,0,0,0,0
13123061003005,,0,sin_control,0,0,0,0
13123061003006,,0,sin_control,0,0,0,0
13123061003007,,0,sin_control,0,0,0,0
13123061003009,,0,sin_control,0,0,0,0
13123061003010,,0,sin_control,0,0,0,0
13123061003011,,0,sin_control,0,0,0,0
13123061003012,,0,sin_control,0,0,0,0
13123061003013,,0,sin_control,0,0,0,0
13123061003014,,0,sin_control,0,0,0,0
13123061003015,,0,sin_control,0,0,0,0
13123061003016,,0,sin_control,0,0,0,0
13123061003017,,0,sin_control,0,0,0,0
13123061004008,,0,sin_control,0,0,0,0
13123061004011,,0,sin_control,0,0,0,0
13123061004012,,0,sin_control,0,0,0,0
13123061004013,,0,sin_control,0,0,0,0
13123061004015,,0,sin_control,0,0,0,0
13123061004016,,0,sin_control,0,0,0,0
13123071001003,,0,sin_control,0,0,0,0
13123071001006,,0,sin_control,0,0,0,0
13123071001007,,0,sin_control,0,0,0,0
13123071001008,,0,sin_control,0,0,0,0
13123071001014,,0,sin_control,0,0,0,0
13123071001015,,0,sin_control,0,0,0,0
13123071002003,,0,sin_control,0,0,0,0
13123071002007,,0,sin_control,0,0,0,0
13123071002008,,0,sin_control,0,0,0,0
13123071002009,,0,sin_control,0,0,0,0
13123071002010,,0,sin_control,0,0,0,0
13123071002011,,0,sin_control,0,0,0,0
13123071002020,,0,sin_control,0,0,0,0
13123071002021,,0,sin_control,0,0,0,0
13123071002022,,0,sin_control,0,0,0,0
13123071002023,,0,sin_control,0,0,0,0
13123071002026,,0,sin_control,0,0,0,0
13123071002027,,0,sin_control,0,0,0,0
13123071002031,,0,sin_control,0,0,0,0
13123071002032,,0,sin_control,0,0,0,0
13123071002033,,0,sin_control,0,0,0,0
13123071002034,,0,sin_control,0,0,0,0
13123071002036,,0,sin_control,0,0,0,0
13123071002041,,0,sin_control,0,0,0,0
13123071002043,,0,sin_control,0,0,0,0
13123071002044,,0,sin_control,0,0,0,0
13123071002045,,0,sin_control,0,0,0,0
13123071002046,,0,sin_control,0,0,0,0
13123071002047,,0,sin_control,0,0,0,0
13123071002048,,0,sin_control,0,0,0,0
13123071003001,,0,sin_control,0,0,0,0
13123071003006,,0,sin_control,0,0,0,0
13123071003008,,0,sin_control,0,0,0,0
13123071003009,,0,sin_control,0,0,0,0
13123081001004,,0,sin_control,0,0,0,0
13123081002022,,0,sin_control,0,0,0,0
13123081002023,,0,sin_control,0,0,0,0
13123081004003,,0,sin_control,0,0,0,0
13123081004005,,0,sin_control,0,0,0,0
13123081004008,,0,sin_control,0,0,0,0
13123081004009,,0,sin_control,0,0,0,0
13132011001007,,0,sin_control,0,0,0,0
13132011001009,,0,sin_control,0,0,0,0
13132011001012,,0,sin_control,0,0,0,0
13132011001017,,0,sin_control,0,0,0,0
13132011002003,,0,sin_control,0,0,0,0
13132011002005,,0,sin_control,0,0,0,0
13132011002011,,0,sin_control,0,0,0,0
13132011002012,,0,sin_control,0,0,0,0
13132011002015,,0,sin_control,0,0,0,0
13132011003003,,0,sin_control,0,0,0,0
13132011003004,,0,sin_control,0,0,0,0
13132011003006,,0,sin_control,0,0,0,0
13132011003008,,0,sin_control,0,0,0,0
13132011003012,,0,sin_control,0,0,0,0
