cluster_id|rank|b_id|b_name|score
18904|2|76736576-4|INMOBILIARIA E INVERSIONES DON EUGENIO SPA|0.9254
18904|3|76170006-5|INMOBILIARIA E INVERSIONES DON IGNACIO S.A|0.7492
18905|1|76519015-0|INMOBILIARIA E INVERSIONES DON FEÑA SPA|0.748
18905|2|76121549-3|INMOBILIARIA E INVERSIONES DON OSCAR S.A.|0.7378
18905|3|77213030-9|INMOBILIARIA E INVERSIONES DON PRIMO SPA|0.7324
18906|1|78336260-0|INMOBILIARIA E INVERSIONES DON FERNANDO LIMITADA|0.9379
18906|2|76023842-2|INMOBILIARIA E INVERSIONES DON FERNANDO S.A.|0.9277
18906|3|77248392-9|INMOBILIARIA E INVERSIONES DON FERNANDO SPA|0.9212
18907|1|96986460-6|INVERSIONES E INMOBILIARIA DON GONZALO S A|0.7479
18907|2|76121549-3|INMOBILIARIA E INVERSIONES DON OSCAR S.A.|0.7431
18907|3|76124366-7|INVERSIONES E INMOBILIARIA DON DARIO SPA|0.7394
18908|1|76397457-K|INMOBILIARIA E INVERSIONES DON GHATTAS LIMITADA|0.9145
18908|2|76877037-9|INMOBILIARIA E INVERSIONES DON MATIAS SPA|0.7108
18908|3|77486631-0|INMOBILIARIA E INVERSIONES DON ELIAS SPA|0.7035
18909|1|77133470-9|INMOBILIARIA E INVERSIONES DON HERMINIO SPA|0.9212
18909|2|77355402-1|INMOBILIARIA E INVERSIONES DON HERACLIO SPA|0.7036
18909|3|76479386-2|INMOBILIARIA E INVERSIONES DON GERMAN SPA|0.6874
18910|1|76121549-3|INMOBILIARIA E INVERSIONES DON OSCAR S.A.|0.7428
18910|2|76086769-1|INMOBILIARIA E INVERSIONES DON JAIME LIMITADA|0.7411
18910|3|77782600-K|INMOBILIARIA E INVERSIONES DON JULIO LIMITADA|0.7403
18911|1|77874667-0|INMOBILIARIA E INVERSIONES DON JORGE SPA|1.0
18911|2|77486498-9|INMOBILIARIA E INVERSIONES DON JORGE SPA|1.0
18911|3|77224815-6|INMOBILIARIA E INVERSIONES SAN JORGE SPA|0.8269
18912|1|76084185-4|CONSTRUCTORA, INMOBILIARIA E INVERSIONES DON JOSE S.A|0.8648
18912|2|96776010-2|INMOBILIARIA E INVERSIONES SAN JOSE S A|0.8466
18912|3|96618590-2|INMOBILIARIA E INVERSIONES SAN JOSE S A|0.8466
18913|1|76121549-3|INMOBILIARIA E INVERSIONES DON OSCAR S.A.|0.7473
18913|2|77213030-9|INMOBILIARIA E INVERSIONES DON PRIMO SPA|0.7448
18913|3|76877037-9|INMOBILIARIA E INVERSIONES DON MATIAS SPA|0.7431
18914|1|76039641-9|INMOBILIARIA E INVERSIONES DON MIGUEL LIMITADA|0.934
18914|2|77079690-3|INMOBILIARIA E INVERSIONES SAN MIGUEL LTDA|0.7719
18914|3|76258202-3|INMOBILIARIA E INVERSIONES SAN MIGUEL LIMITADA|0.7719
18915|1|76121549-3|INMOBILIARIA E INVERSIONES DON OSCAR S.A.|0.7529
18915|2|77213030-9|INMOBILIARIA E INVERSIONES DON PRIMO SPA|0.7474
18915|3|76519015-0|INMOBILIARIA E INVERSIONES DON FEÑA SPA|0.7455
18916|1|77213745-1|INMOBILIARIA E INVERSIONES SAN RAFAEL SPA|0.7602
18916|2|76724677-3|INMOBILIARIA E INVERSIONES SAN RAFAEL SPA|0.7602
18916|3|76134259-2|INMOBILIARIA E INVERSIONES SAN RAFAEL LIMITADA|0.7426
18917|1|76618556-8|INMOBILIARIA E INVERSIONES DON RAMON LIMITADA|1.0
18917|2|76064612-1|INMOBILIARIA E INVERSIONES SAN RAMON LIMITADA|0.8415
18917|3|76230133-4|INMOBILIARIA E INVERSIONES SAN RAMON LIMITADA|0.8415
18918|1|78537820-2|INMOBILIARIA E INVERSIONES DON RODRIGO LIMITADA|0.91
18918|2|76270462-5|SOCIEDAD DE INVERSIONES E INMOBILIARIA DON RODRIGO LIMITADA|0.7474
18918|3|78557910-0|INMOBILIARIA DON RODRIGO LIMITADA|0.7429
18919|1|96697630-6|INMOBILIARIA E INVERSIONES DON VICTOR LIMITADA|0.9342
18919|2|76802711-0|INMOBILIARIA DON VICTOR SPA|0.7618
18919|3|76754445-6|INMOBILIARIA E INVERSIONES DON VICENTE LIMITADA|0.7503
18920|1|76121549-3|INMOBILIARIA E INVERSIONES DON OSCAR S.A.|0.8173
18920|2|76367925-K|INMOBILIARIA E INVERSIONES DON YEMIL LIMITADA|0.8147
18920|3|76519015-0|INMOBILIARIA E INVERSIONES DON FEÑA SPA|0.8128
18921|1|76367925-K|INMOBILIARIA E INVERSIONES DON YEMIL LIMITADA|1.0
18921|2|76419905-7|INMOBILIARIA E INVERSIONES DON ANGEL LIMITADA|0.7873
18921|3|76086769-1|INMOBILIARIA E INVERSIONES DON JAIME LIMITADA|0.783
18922|1|78221430-6|INMOBILIARIA E INVERSIONES DONA ANTONIA SPA|0.9531
18922|2|76197456-4|INMOBILIARIA E INVERSIONES DONA ANTONIA LIMITADA|0.9452
18922|3|77051280-8|INMOBILIARIA E INVERSIONES SANTA ANTONIA LIMITADA|0.7732
18923|1|76545711-4|INMOBILIARIA E INVERSIONES DONA CANDELAS SPA|0.9484
18923|2|77844778-9|INMOBILIARIA E INVERSIONES DONA CAROL SPA|0.7214
18923|3|76322191-1|INMOBILIARIA E INVERSIONES DONA CARLA LIMITADA|0.7199
18924|1|76322191-1|INMOBILIARIA E INVERSIONES DONA CARLA LIMITADA|0.9358
18924|2|76195815-1|INMOBILIARIA E INVERSIONES DONA CARMEN LIMITADA|0.775
18924|3|77128325-K|INMOBILIARIA E INVERSIONES DONA CARMEN LIMITADA|0.775
18925|1|76195815-1|INMOBILIARIA E INVERSIONES DONA CARMEN LIMITADA|0.8969
18925|2|77128325-K|INMOBILIARIA E INVERSIONES DONA CARMEN LIMITADA|0.8969
18925|3|76111194-9|INMOBILIARIA E INVERSIONES DONA CARMEN MARIA LIMITADA|0.8226
18926|1|76091399-5|INMOBILIARIA E INVERSIONES SANTA JACINTA S.A.|0.7597
18926|2|76388095-8|ASESORIAS E INVERSIONES DONA JACINTA LIMITADA|0.7421
18926|3|77246480-0|INMOBILIARIA E INVERSIONES DONA JULIA LTDA|0.7356
18927|1|96718340-7|INMOBILIARIA E INVERSIONES DONA LUCIA LIMITADA|0.7185
18927|2|76493735-K|INMOBILIARIA E INVERSIONES DONA LIDIA SPA|0.7054
18927|3|99514750-5|INMOBILIARIA E INVERSIONES DONA CECILIA S A|0.7043
18928|1|76332372-2|INMOBILIARIA E INVERSIONES DOÑA MARTINA LIMITADA|0.9452
18928|2|76208918-1|INMOBILIARIA E INVERSIONES DONA MARTINA SA|0.9336
18928|3|76364037-K|INMOBILIARIA E INVERSIONES DONA MARTA LIMITADA|0.8032
18929|1|76052889-7|INMOBILIARIA E INVERSIONES DONA NOEMI SPA|0.9046
18929|2|76704380-5|INMOBILIARIA E INVERSIONES DONA NOEMI S A|0.8849
18929|3|76899730-6|INMOB E INVERSIONES NOEMI LTDA|0.8487
18930|1|78079530-1|INMOBILIARIA E INVERSIONES DONA OLIVIA S A|0.9496
18930|2|77576352-3|INMOBILIARIA E INVERSIONES DONA OLIVIA SPA|0.9258
18930|3|76219861-4|INMOBILIARIA DONA OLIVIA SA|0.8074
18931|1|76440234-0|INMOBILIARIA E INVERSIONES DORAL SPA|0.9342
18931|2|76085321-6|INMOBILIARIA E INVERSIONES DORAL UNO SPA|0.8788
18931|3|76647681-3|INMOBILIARIA E INVERSIONES DORAL CHILE SPA|0.8774
18932|1|76085321-6|INMOBILIARIA E INVERSIONES DORAL UNO SPA|1.0
18932|2|76440234-0|INMOBILIARIA E INVERSIONES DORAL SPA|0.9228
18932|3|76647681-3|INMOBILIARIA E INVERSIONES DORAL CHILE SPA|0.8411
18933|1|76699459-8|INMOBILIARIA E INVERSIONES DOS SOLES SPA|0.7439
18933|2|76450115-2|INMOBILIARIA E INVERSIONES DOS M LIMITADA|0.7421
18933|3|76580835-9|INMOBILIARIA E INVERSIONES DOS CASTILLOS S.A.|0.7365
18934|1|76450115-2|INMOBILIARIA E INVERSIONES DOS M LIMITADA|1.0
18934|2|77536140-9|INVERSIONES E INMOBILIARIA DOS S LIMITADA|0.7838
18934|3|76818063-6|INMOBILIARIA E INVERSIONES DOS ENRIQUE LIMITADA|0.7817
18935|1|77536140-9|INVERSIONES E INMOBILIARIA DOS S LIMITADA|0.8608
18935|2|76026871-2|INMOBILIARIA E INVERSIONES BAHIA DOS S.A.|0.7992
18935|3|76321066-9|INMOBILIARIA E INVERSIONES URBEST DOS S.A.|0.7886
18936|1|76623611-1|INMOBILIARIA E INVERSIONES DOSPORDOS LIMITADA|0.6823
18936|2|76699459-8|INMOBILIARIA E INVERSIONES DOS SOLES SPA|0.6394
18936|3|76450115-2|INMOBILIARIA E INVERSIONES DOS M LIMITADA|0.6321
18937|1|76623611-1|INMOBILIARIA E INVERSIONES DOSPORDOS LIMITADA|1.0
18937|2|76195579-9|INVERSIONES E INMOBILIARIA DOPO LIMITADA|0.7009
18937|3|76346578-0|INMOBILIARIA E INVERSIONES DOSM LIMITADA|0.6957
18940|1|77639109-3|INMOBILIARIA E INVERSIONES DUJARDIN SPA|1.0
18940|2|77608206-6|INMOBILIARIA E INVERSIONES DUBAI SPA|0.7017
18940|3|77070779-K|INMOBILIARIA E INVERSIONES DUES SPA|0.6713
18941|1|77301360-8|INMOBILIARIA E INVERSIONES DUPLAN LIMITADA|0.7428
18941|2|77833930-7|INMOBILIRIA E INVERSIONES PAROS LTDA|0.6758
18941|3|77980580-8|INMOBILIRIA E INVERSIONES BATIK LIMITADA|0.6684
18942|1|96988780-0|INMOBILIARIA E INVERSIONES ECO SUR S A|1.0
18942|2|96791480-0|INVERSIONES E INMOBILIARIA SUR S A|0.8668
18942|3|99504730-6|INMOBILIARIA E INVERSIONES CHILE SUR S A|0.8316
18943|1|77171151-0|INMOBILIARIA E INVERSIONES EDELQU SPA|1.0
18943|2|76016912-9|INVERSIONES E INMOBILIARIA EDUARDO PRATO SPA.-|0.6221
18943|3|77798679-1|COMERCIALIZADORA E INVERSIONES EDE SPA|0.5318
18944|1|99587220-K|INMOBILIARIA E INVERSIONES EDOS S A|0.6523
18944|2|76011241-0|INVERSIONES E INMOBILIARIA EDIMBURGH LIMITADA|0.6368
18944|3|76016912-9|INVERSIONES E INMOBILIARIA EDUARDO PRATO SPA.-|0.6131
18945|1|76221767-8|INMOBILIARIA E INVERSIONES EDITH STANSFIELD ALCAYAGA E.I.R.L.|0.731
18945|2|77498687-1|INMOBILIARIA E INVERSIONES STAR SPA|0.6543
18945|3|76377258-6|INMOBILIARIA E INVERSIONES STANIC SPA|0.6507
18946|1|76743843-5|INMOBILIARIA E INVERSIONES EDUARDO CASTILLO VELASCO SPA|0.7363
18946|2|77858200-7|INMOBILIARIA E INVERSIONES SAN EDUARDO LIMITADA|0.7157
18946|3|76748820-3|INMOBILIARIA E INVERSIONES DON EDUARDO LIMITADA|0.7113
18947|1|76587814-4|INMOBILIARIA E INVERSIONES EDUARDO DE LA BARRA SPA|0.7967
18947|2|76748820-3|INMOBILIARIA E INVERSIONES DON EDUARDO LIMITADA|0.7334
18947|3|77858200-7|INMOBILIARIA E INVERSIONES SAN EDUARDO LIMITADA|0.714
18948|1|76007150-1|ASESORIAS E INVERSIONES EDWARDS Y CIA LIMITADA|0.6371
18948|2|76296782-0|INVERSIONES EDWARDS SPA|0.5959
18948|3|76083399-1|COMERCIAL E INVERSIONES EDWARDS Y VERGARA LIMITADA|0.5875
18949|1|76155275-9|INMOBILIARIA E INVERSIONES EFAB SPA.|1.0
18949|2|76732283-6|INMOBILIARIA E INVERSIONES EFIT SPA|0.6925
18949|3|77774517-4|CONSTRUCTORA E INMOBILIARIA EFC SPA|0.5135
18950|1|76519871-2|INVERSIONES E INMOBILIARIA TORINO LIMITADA|0.6571
18950|2|76647020-3|INMOBILIARIA E INVERSIONES TOLEDO LTDA|0.6504
18950|3|96762040-8|INMOBILIARIA E INVERSIONES TORRE S A|0.6399
18951|1|76567742-4|INMOBILIARIA E INVERSIONES EGONZAM LIMITADA|0.6947
18951|2|76460100-9|INMOBILIARIA E INVERSIONES EGV S.A.|0.6302
18951|3|76252662-K|INMOBILIARIA E INVERSIONES EGH SPA.|0.6235
18952|1|76282215-6|INMOBILIARIA E INVERSIONES EGS LIMITADA|1.0
18952|2|76300408-2|INMOBILIARIA E INVERSIONES EGBS LIMITADA|0.781
18952|3|76124476-0|INMOBILIARIA E INVERSIONES EGC LIMITADA|0.7391
18953|1|76462642-7|INMOBILIARIA E INVERSIONES EILAT SPA|1.0
18953|2|78205560-7|INVERSIONES EILAT SPA|0.7312
18953|3|96830790-8|INVERSIONES EILAT S A|0.4911
18954|1|77848012-3|INMOBILIARIA E INVERSIONES EJERCITO SPA|1.0
18954|2|77020337-6|INMOBILIARIA EJERCITO SPA|0.8245
18954|3|76475768-8|INMOBILIARIA EJERCITO CIENTO TREINTA Y SIETE SPA|0.6625
18955|1|76138541-0|INMOBILIARIA E INVERSIONES EJIOM LIMITADA|0.7512
18955|2|77848012-3|INMOBILIARIA E INVERSIONES EJERCITO SPA|0.7015
18955|3|77153454-6|INMOBILIARIA EJO SPA|0.527
18957|1|76333026-5|INMOBILIARIA E INVERSIONES EL ALBA LIMITADA|1.0
18957|2|76118814-3|INVERSIONES E INMOBILIARIA EL ALBA LIMITADA|0.9859
18957|3|76409450-6|INMOBILIARIA E INVERSIONES ALBA LIMITADA|0.951
18959|1|96972280-1|INMOBILIARIA E INVERSIONES EL ARRAYAN S A|0.9447
18959|2|96665950-5|INVERSIONES E INMOBILIARIA  EL ARRAYAN  S.A.|0.9306
18959|3|76783547-7|INMOBILIARIA E INVERSIONES EL ARRAYAN SPA|0.9244
18961|1|76599120-K|INMOBILIARIA E INVERSIONES EL BOSQUE LIMITADA|1.0
18961|2|76708480-3|INMOBILIARIA EL BOSQUE LIMITADA|0.8906
18961|3|76082036-9|INMOBILIARIA EL BOSQUE LIMITADA|0.8906
18963|1|78572680-4|INMOBILIARIA E INVERSIONES EL CAMPANIL LIMITADA|0.9129
18963|2|77727590-9|INVERSIONES EL CAMPANIL LIMITADA|0.7379
18963|3|77037550-9|ASESORIAS E INVERSIONES EL CAMPANIL LIMITADA|0.7065
18964|1|77139177-K|INMOBILIARIA E INVERSIONES EL CERRITO SPA|1.0
18964|2|76501844-7|INMOBILIARIA EL CERRITO SPA|0.8906
18964|3|76338666-K|INVERSIONES EL CERRITO SPA|0.8249
18965|1|76440054-2|INMOBILIARIA E INVERSIONES EL CERRO LIMITADA|1.0
18965|2|77600210-0|INMOBILIARIA E INVERSIONES EL CERRO LIMITADA|1.0
18965|3|76068599-2|INMOBILIARIA E INVERSIONES CERRO EL INDIO LIMITADA|0.9169
18968|1|76524205-3|INMOBILIARIA E INVERSIONES EL CORTIJO SPA|1.0
18968|2|77994779-3|EL CORTIJO SPA|0.6913
18968|3|77444811-K|EL CORTIJO SPA|0.6913
18971|1|76183133-K|INMOBILIARIA E INVERSIONES EL DESCANSO S.A|0.9481
18971|2|76257624-4|INVERSIONES E INMOBILIARIA EL DESCANSO LIMITADA|0.8828
18971|3|76375341-7|INMOBILIARIA EL DESCANSO S.A.|0.8268
18972|1|76108463-1|INMOBILIARIA E INVERSIONES SANTA EMA SPA|0.6949
18972|2|77096721-K|INMOBILIARIA E INVERSIONES SANTA EMA SPA|0.6949
18972|3|76983234-3|INMOBILIARIA E INVERSIONES EMERITA SPA|0.6763
18975|1|78558500-3|INMOBILIARIA E INVERSIONES EL ES   FUERZO LTDA|0.825
18975|2|76246903-0|INMOBILIARIA E INVERSIONES FUENTES LIMITADA|0.6714
18975|3|78321540-3|INMOBILIARIA E INVERSIONES FUENTES LIMITADA|0.6714
18976|1|76029618-K|INVERSIONES E INMOBILIARIA GOLD SPA|0.9021
18976|2|76060012-1|INMOBILIARIA E INVERSIONES GOLD LIMITADA|0.8774
18976|3|77198049-K|INMOBILIARIA E INVERSIONES GOLD STONE LIMITADA|0.8139
18984|1|79784250-8|INMOBILIARIA E INVERSIONES EL OTONAL LIMITADA|1.0
18984|2|76013962-9|INMOBILIARIA E INVERSIONES OTONAL LIMITADA|0.9536
18984|3|86434800-9|INMOBILIARIA EL OTONAL LIMITADA|0.9156
18986|1|77430620-K|INMOBILIARIA E INVERSIONES EL PARRONAL LIMITADA|0.913
18986|2|76894413-K|INVERSIONES EL PARRONAL SPA|0.7352
18986|3|76285874-6|INVERSIONES Y ASESORIAS EL PARRONAL LIMITADA|0.6466
18987|1|76994102-9|INMOBILIARIA E INVERSIONES EL PLOMO SPA|1.0
18987|2|79550460-5|INMOBILIARIA EL PLOMO SPA|0.8886
18987|3|76860429-0|INVERSIONES EL PLOMO SPA|0.807
18990|1|76307117-0|INMOBILIARIA E INVERSIONES RAULI SPA|1.0
18990|2|77532034-6|INMOBILIARIA E INVERSIONES EL RAULI SPA|1.0
18990|3|76024402-3|INMOBILIARIA E INVERSIONES EL RAULI LIMITADA|0.8647
18993|1|76206801-K|INMOBILIARIA E INVERSIONES EL ROBLE LIMITADA|1.0
18993|2|77734560-5|INVERSIONES E INMOBILIARIA EL ROBLE LIMITADA|1.0
18993|3|78187070-6|INVERSIONES E INMOBILIARIA EL ROBLE LTDA|1.0
18994|1|77147806-9|INVERSIONES  E INMOBILIARIA EL ROBLE SPA|1.0
18994|2|77371321-9|INMOBILIARIA E INVERSIONES EL ROBLE SPA|1.0
18994|3|77039543-7|INMOBILIARIA E INVERSIONES  EL ROBLE SPA|1.0
18995|1|76445540-1|INMOBILIARIA E INVERSIONES EL RODEO SPA|1.0
18995|2|76863054-2|INMOBILIARIA E INVERSIONES EL RODEO SPA|1.0
18995|3|77230748-9|INMOBILIARIA E INVERSIONES EL RODEO II SPA|0.9512
18997|1|77498402-K|INMOBILIARIA E INVERSIONES EL SAICIN SPA|1.0
18997|2|76266734-7|INMOBILIARIA E INVERSIONES SAN JUAN SPA|0.6777
18997|3|76445474-K|INMOB E INVERSIONES SAN JOSE SPA|0.6646
18998|1|76078728-0|INMOBILIARIA E INVERSIONES EL SAUCE LIMITADA|1.0
18998|2|78610350-9|INVERSIONES E INMOBILIARIA EL SAUCE LTDA|0.9867
18998|3|76810915-K|SOCIEDAD INMOBILIARIA E INVERSIONES EL SAUCE LIMITADA|0.9009
18999|1|96888800-5|INMOBILIARIA E INVERSIONES EL SAUCE S A|1.0
18999|2|96956000-3|INMOBILIARIA E INVERSIONES EL SAUCE S A|1.0
18999|3|99554070-3|INMOBILIARIA EL SAUCE S A|0.8851
19001|1|77186940-8|INMOBILIARIA E INVERSIONES EL SEMILLERO LIMITADA|0.9442
19001|2|77626496-2|INMOBILIARIA E INVERSIONES SEMILLAS SPA|0.676
19001|3|76159814-7|AGRICOLA EL SEMILLERO LIMITADA|0.6222
19002|1|78992630-1|INMOBILIARIA E INVERSIONES EL SOLDADO Y COMPANIA LIMITADA|0.9018
19002|2|77737690-K|INMOBILIARIA E INVERSIONES EL SOL LIMITADA|0.77
19002|3|76094704-0|INMOBILIARIA E INVERSIONES EL SOL LIMITADA|0.77
19004|1|76263584-4|INMOBILIARIA E INVERSIONES EL TRAPICHE LIMITADA|0.9122
19004|2|77220528-7|INVERSIONES EL TRAPICHE SPA|0.7323
19004|3|77973868-K|INVERSIONES EL TRAPICHE SPA|0.7323
19005|1|78156780-9|INMOBILIARIA E INVERSIONES EL TRAUCO LIM|1.0
19005|2|77849430-2|INVERSIONES EL TRAUCO LIMITADA.-|0.8186
19005|3|76127917-3|ASESORIAS E INVERSIONES EL TRAUCO LIMITADA|0.7885
19006|1|78834430-9|INMOBILIARIA E INVERSIONES EL TREBOL LTDA|1.0
19006|2|76460096-7|INMOBILIARIA E INVERSIONES EL TREBOL LIMITADA|1.0
19006|3|76256438-6|INMOBILIARIA EL TREBOL LIMITADA|0.8906
19007|1|96839390-1|INMOBILIARIA E INVERSIONES EL TROMBON S A|0.9521
19007|2|77290140-2|INMOBILIARIA E INVERSIONES EL TROVADOR LIMITADA|0.6473
19007|3|94538000-4|INMOBILIARIA E INVERSIONES TROTTER S A|0.6232
19008|1|77290140-2|INMOBILIARIA E INVERSIONES EL TROVADOR LIMITADA|0.913
19008|2|76889266-0|INVERSIONES EL TROVADOR SPA|0.74
19008|3|77229230-9|SOC INMOBILIARIA EL TROVADOR LIMITADA|0.7229
19010|1|76191324-7|INMOBILIARIA E INVERSIONES EL ULMO LIMITADA|1.0
19010|2|96964300-6|INMOBILIARIA EL ULMO LTDA.|0.8886
19010|3|76119710-K|INVERSIONES EL ULMO LIMITADA|0.7797
19012|1|76383526-K|INMOBILIARIA E INVERSIONES ELANTXOBE SPA|0.7196
19012|2|76173259-5|INMOBILIARIA E INVERSIONES ELASA  LIMITADA|0.6674
19012|3|77427636-K|INMOBILIARIA E INVERSIONES SANTA ELIANA SPA|0.6573
19013|1|76173259-5|INMOBILIARIA E INVERSIONES ELASA  LIMITADA|1.0
19013|2|76810561-8|ELARA INMOBILIARIA E INVERSIONES SPA|0.6683
19013|3|76316144-7|CONSTRUCCIONES E INVERSIONES ELASA SPA|0.6678
19014|1|76545944-3|INMOBILIARIA E INVERSIONES ENCISO LIMITADA|0.699
19014|2|77270808-4|INMOBILIARIA E INVERSIONES EL ENCINEDO SPA|0.6629
19014|3|78500720-4|INMOBILIARIA E INVERSIONES ENSENADALIMITADA|0.6216
19015|1|76545944-3|INMOBILIARIA E INVERSIONES ENCISO LIMITADA|1.0
19015|2|78752530-K|INMOBILIARIA E INVERSIONES LAS ENCINAS LIMITADA|0.7186
19015|3|76140453-9|INMOBILIARIA E INVERSIONES EL ENCANTO LIMITADA|0.6931
19016|1|77107495-2|INVERSIONES E INMOBILIARIA ENGONOS SPA|0.6467
19016|2|78500720-4|INMOBILIARIA E INVERSIONES ENSENADALIMITADA|0.6216
19016|3|77008970-0|INMOBILIARIA E INVERSIONES ENDOGEN LIMITADA|0.6071
19017|1|78500720-4|INMOBILIARIA E INVERSIONES ENSENADALIMITADA|0.6551
19017|2|76454186-3|INMOBILIARIA E INVERSIONES ENSENADA PROPIEDADES SPA|0.6187
19017|3|76138426-0|INMOBILIARIA E INVERSIONES ENZEL LIMITADA|0.6135
19018|1|76454186-3|INMOBILIARIA E INVERSIONES ENSENADA PROPIEDADES SPA|0.9484
19018|2|76006546-3|INVERSIONES, ASESORIAS E INMOBILIARIA ENSENADA LIMITADA|0.732
19018|3|76697163-6|INMOBILIARIA ENSENADA SPA|0.7251
19019|1|76138426-0|INMOBILIARIA E INVERSIONES ENZEL LIMITADA|0.8961
19019|2|78500720-4|INMOBILIARIA E INVERSIONES ENSENADALIMITADA|0.6236
19019|3|77008970-0|INMOBILIARIA E INVERSIONES ENDOGEN LIMITADA|0.6016
19020|1|96793480-1|INMOBILIARIA E INVERSIONES ERGOSUM LIMITADA|0.6997
19020|2|77204945-5|INMOBILIARIA E INVERSIONES ERIZ SPA|0.6228
19020|3|77308019-4|INMOBILIARIA E INVERSIONES ERSA LIMITADA|0.617
19021|1|76015477-6|INMOBILIARIA E INVERSIONES ERIC ALBERT AVSOLOMOVICH PENDOLA EIRL|0.7805
19021|2|77204945-5|INMOBILIARIA E INVERSIONES ERIZ SPA|0.6285
19021|3|77165130-5|INMOBILIARIA E INVERSIONES ALBERTA LIMITADA|0.6078
19022|1|78712590-5|INMOBILIARIA E INVERSIONES ERREYERRE LTDA|0.6909
19022|2|76842001-7|INMOBILIARIA E INVERSIONES ERREVECE SPA|0.69
19022|3|78591130-K|INMOBILIARIA E INVERSIONES ERBE LIMITADA|0.6191
19023|1|77308019-4|INMOBILIARIA E INVERSIONES ERSA LIMITADA|1.0
19023|2|76630005-7|INMOBILIARIA E INVERSIONES ERFA LIMITADA|0.7699
19023|3|78591130-K|INMOBILIARIA E INVERSIONES ERBE LIMITADA|0.7049
19024|1|77482315-8|INMOBILIARIA E INVERSIONES ESCOSEG SPA|0.7088
19024|2|76041750-5|INMOBILIARIA E INVERSIONES ESCOCIA LIMITADA|0.6965
19024|3|77126413-1|INVERSIONES E INMOBILIARIA  ESCOBAR SPA|0.6866
19025|1|76041750-5|INMOBILIARIA E INVERSIONES ESCOCIA LIMITADA|1.0
19025|2|76116940-8|ASESORIA INMOBILIARIA E INVERSIONES NUEVA ESCOCIA LIMITADA|0.8463
19025|3|76359736-9|INMOBILIARIA E INVERSIONES ESCORIAL LIMITADA|0.7787
19026|1|77861545-2|INMOBILIARIA E INVERSIONES ESEMEA SPA|0.713
19026|2|76671910-4|INMOBILIARIA ESEPE VEME 2 S A|0.6448
19026|3|77482315-8|INMOBILIARIA E INVERSIONES ESCOSEG SPA|0.6422
19027|1|76104624-1|INMOBILIARIA E INVERSIONES ESFA LIMITADA|1.0
19027|2|76173376-1|INMOBILIARIA E INVERSIONES ESFERA Y ASOCIADOS LIMITADA|0.6705
19027|3|76272947-4|INMOBILIARIA E INVERSIONES ESCALONA & ORELLANA LIMITADA|0.6129
19028|1|76497490-5|INMOBILIARIA E INVERSIONES ESMERALDA S.A.|0.7268
19028|2|76969634-2|INVERSIONES E INMOBILIARIA ESMERALDA SPA|0.6963
19028|3|77737245-9|INVERSIONES E INMOBILIARIA ESMERALDA SPA|0.6963
19029|1|76309356-5|INMOBILIARIA E INVERSIONES ESPACIO IDEAL LIMITADA|0.9477
19029|2|76463998-7|INMOBILIARIA IDEAL SPA|0.7493
19029|3|76259949-K|INMOBILIARIA E INVERSIONES ESPACIO VERDE LIMITADA|0.7298
19030|1|77870040-9|INMOBILIARIA E INVERSIONES ESPARZA LIMITADA|0.7237
19030|2|77281345-7|INMOBILIARIA E INVERSIONES ESPINO SPA|0.7124
19030|3|96514720-9|INVERSIONES E INMOBILIARIA ESPANA S A|0.7081
19031|1|76911756-3|INMOBILIARIA E INVERSIONES ESPERANZA SPA|0.8049
19031|2|76975721-K|INMOBILIARIA E INVERSIONES ESPERANZA SPA|0.8049
19031|3|76761456-K|INMOBILIARIA E INVERSIONES ESPERANZA SPA|0.8049
19032|1|76620677-8|INMOBILIARIA E INVERSIONES ESPERANZA LIMITADA|1.0
19032|2|77930743-3|INVERSIONES E INMOBILIARIA ESPERANZA LIMITADA|0.9871
19032|3|79931940-3|INMOBILIARIA E INVERSIONES LA ESPERANZA LIMITADA|0.9471
19033|1|77281345-7|INMOBILIARIA E INVERSIONES ESPINO SPA|0.7611
19033|2|76391785-1|INMOBILIARIA E INVERSIONES ESPINOZA SPA|0.7452
19033|3|77652262-7|INMOBILIARIA E INVERSIONES ESPINOSA SPA|0.7452
19034|1|77816780-8|INMOBILIARIA E INVERSIONES ESQUIMIR LIMITADA|0.6973
19034|2|96426000-1|ESQUI E INMOBILIARIA LA FRONTERA SA|0.6822
19034|3|77576083-4|INMOBILIARIA E INVERSIONES CASA ESQUINA SPA|0.6738
19035|1|77816780-8|INMOBILIARIA E INVERSIONES ESQUIMIR LIMITADA|1.0
19035|2|76254078-9|INMOBILIARIA ESQUIMIR DOS LIMITADA|0.7035
19035|3|76010957-6|INMOBILIARIA E INVERSIONES TRES ESQUINAS LIMITADA|0.6888
19036|1|76492568-8|INMOBILIARIA E INVERSIONES ESTADO SPA|0.753
19036|2|76002809-6|INMOBILIARIA E INVERSIONES ESTADO LIMITADA|0.7427
19036|3|96819660-K|INMOBILIARIA E INVERSIONES ESTADO LIMITADA|0.7427
19037|1|76712687-5|INMOBILIARIA E INVERSIONES ESTACION CENTRAL SPA|0.78
19037|2|76726370-8|INMOBILIARIA E INVERSIONES CENTRO LIMITADA|0.7257
19037|3|76572585-2|INMOBILIARIA ESTACION SPA|0.722
19038|1|99553530-0|INMOBILIARIA E INVERSIONES ESTRATEGICAS S A|0.7103
