propietario|rut|prop_tgr_id|match_score|confidence|margin|is_ambiguous|matched_name|second_best_rut|second_best_score
INVERSIONES E INMOBILIARIA BRIGANDO LIMI|0-0|E000027893|0.7629|NONE|0.0643|false|||0.6986
INVERSIONES E INMOBILIARIA BRUBE|0-0|E000027894|0.69|NONE|0.0177|false|||0.6724
INVERSIONES E INMOBILIARIA BRUGG|0-0|E000027895|0.6266|NONE|0.0074|false|||0.6192
INVERSIONES E INMOBILIARIA C & M LIMITAD|77486445-8|E000027896|1.0|MEDIUM|0.0|true|INVERSIONES E INMOBILIARIA C & M LIMITADA|77619430-1|1.0
INVERSIONES E INMOBILIARIA C Y Z|0-0|E000027897|0.7648|NONE|0.0636|false|||0.7011
INVERSIONES E INMOBILIARIA CALABRESE SPA|77367413-2|E000027900|1.0|HIGH|0.2805|false|INVERSIONES E INMOBILIARIA CALABRESE SPA||0.7195
INVERSIONES E INMOBILIARIA CALER|0-0|E000027901|0.7021|NONE|0.0343|false|||0.6679
INVERSIONES E INMOBILIARIA CALERA DE|78062740-9|E000027902|0.8918|MEDIUM|0.0181|true|INMOBILIARIA E INVERSIONES CALERA DE TAN|78035490-9|0.8737
INVERSIONES E INMOBILIARIA CAMBI|0-0|E000027903|0.7341|NONE|0.0727|false|||0.6613
INVERSIONES E INMOBILIARIA CAMPO|77145488-7|E000027904|0.8219|LOW|0.0234|true|INMOBILIARIA E INVERSIONES CASA CAMPO LIMITADA|77083205-5|0.7985
INVERSIONES E INMOBILIARIA CAROFOR L|76795480-8|E000027905|0.8983|MEDIUM|0.2683|false|INVERSIONES E INMOBILIARIA CAROFOR LIMITADA||0.63
INVERSIONES E INMOBILIARIA CAROFOR LIMIT|76795480-8|E000027906|1.0|HIGH|0.2661|false|INVERSIONES E INMOBILIARIA CAROFOR LIMITADA||0.7339
INVERSIONES E INMOBILIARIA CARONI SPA|77568914-5|E000027907|1.0|HIGH|0.2574|false|INVERSIONES E INMOBILIARIA CARONI SPA||0.7426
INVERSIONES E INMOBILIARIA CARVA|0-0|E000027908|0.6631|NONE|0.0016|false|||0.6615
INVERSIONES E INMOBILIARIA CARZA SPA|0-0|E000027909|0.7036|NONE|0.0324|false|||0.6712
INVERSIONES E INMOBILIARIA CASTILLO SPA|77204758-4|E000027910|1.0|MEDIUM|0.0399|true|INVERSIONES E INMOBILIARIA CASTILLO SPA|77643302-0|0.9601
INVERSIONES E INMOBILIARIA CAULI|0-0|E000027911|0.7366|NONE|0.0699|false|||0.6667
INVERSIONES E INMOBILIARIA CAVIE|0-0|E000027912|0.7305|NONE|0.0484|false|||0.6821
INVERSIONES E INMOBILIARIA CAVIERES SOCI|76362191-K|E000027913|0.8893|MEDIUM|0.179|false|INVERSIONES E INMOBILIARIA CAVIERES SOCIEDAD ANONIMA||0.7102
INVERSIONES E INMOBILIARIA CE LI|0-0|E000027914|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA CE LIMITADA|0-0|E000027915|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA CEPAEMIL SOCI|76181102-9|E000027916|0.8975|MEDIUM|0.1722|false|INVERSIONES E INMOBILIARIA CEPAEMIL SOCIEDAD ANONIMA||0.7253
INVERSIONES E INMOBILIARIA CERRO AZUL L|76257223-0|E000027917|0.9114|MEDIUM|0.0599|false|INVERSIONES E INMOBILIARIA CERRO AZUL LIMITADA||0.8515
INVERSIONES E INMOBILIARIA CERRO CAMPANA|78764480-5|E000027918|0.9392|HIGH|0.1883|false|INVERSIONES E INMOBILIARIA CERRO CAMPANA LIMITADA||0.751
INVERSIONES E INMOBILIARIA CERRO DEL MED|0-0|E000027919|0.7519|NONE|0.0|false|||0.7519
INVERSIONES E INMOBILIARIA CETAMAG SPA|0-0|E000027920|0.6509|NONE|0.007|false|||0.6439
INVERSIONES E INMOBILIARIA CHOTI|0-0|E000027921|0.7045|NONE|0.0391|false|||0.6654
INVERSIONES E INMOBILIARIA CHOTITA S A |76051258-3|E000027922|1.0|HIGH|0.291|false|INVERSIONES E INMOBILIARIA CHOTITA S.A.||0.709
INVERSIONES E INMOBILIARIA CITRINO SPA|76761405-5|E000027923|1.0|HIGH|0.1507|false|INVERSIONES E INMOBILIARIA CITRINO SPA||0.8493
INVERSIONES E INMOBILIARIA CM TR|0-0|E000027924|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA CM TRES LIMIT|76511859-K|E000027925|1.0|HIGH|0.1866|false|INVERSIONES E INMOBILIARIA CM TRES LIMITADA||0.8134
INVERSIONES E INMOBILIARIA CMA SPA|77128176-1|E000027926|1.0|HIGH|0.2663|false|INVERSIONES E INMOBILIARIA CMA SPA||0.7337
INVERSIONES E INMOBILIARIA CMF SPA|77481466-3|E000027927|1.0|MEDIUM|0.0477|true|INVERSIONES E INMOBILIARIA CMF SPA|76368468-7|0.9523
INVERSIONES E INMOBILIARIA CO MA|0-0|E000027928|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA COLCH|0-0|E000027929|0.6775|NONE|0.0319|false|||0.6457
INVERSIONES E INMOBILIARIA COLME|0-0|E000027930|0.6911|NONE|0.031|false|||0.6601
INVERSIONES E INMOBILIARIA CONCORDIA LIM|76559906-7|E000027931|0.8145|LOW|0.0378|true|INMOBILIARIA CONCORDIA  LIMITADA|76187514-0|0.7767
INVERSIONES E INMOBILIARIA CONQUISTADOR|76257501-9|E000027932|0.8916|MEDIUM|0.0213|true|INVERSIONES E INMOBILIARIA EL CONQUISTADOR S.A.|77069243-1|0.8703
INVERSIONES E INMOBILIARIA CONSU|0-0|E000027933|0.609|NONE|0.0101|false|||0.5988
INVERSIONES E INMOBILIARIA CRISTIAN SAID|76275562-9|E000027935|0.8592|MEDIUM|0.0635|false|INVERSIONES E INMOBILIARIA CRISTIAN SAID NAHUM HAYAL SPA||0.7957
INVERSIONES E INMOBILIARIA CRIZAB SPA|0-0|E000027936|0.7302|NONE|0.0354|false|||0.6948
INVERSIONES E INMOBILIARIA CTVC|76064269-K|E000027937|0.8653|MEDIUM|0.2887|false|INVERSIONES E INMOBILIARIA CTVC CIA. LTDA.||0.5766
INVERSIONES E INMOBILIARIA CTVC CIA  LTD|76064269-K|E000027938|1.0|HIGH|0.4079|false|INVERSIONES E INMOBILIARIA CTVC CIA. LTDA.||0.5921
INVERSIONES E INMOBILIARIA CUCI LIMITADA|78894420-9|E000027939|1.0|HIGH|0.2921|false|INVERSIONES E INMOBILIARIA CUCI LIMITADA||0.7079
INVERSIONES E INMOBILIARIA CUGAZ SPA|77089203-1|E000027940|1.0|HIGH|0.2889|false|INVERSIONES E INMOBILIARIA CUGAZ SPA||0.7111
INVERSIONES E INMOBILIARIA CURAQ|0-0|E000027941|0.7006|NONE|0.0297|false|||0.6709
INVERSIONES E INMOBILIARIA D R L|96980290-2|E000027942|0.8926|MEDIUM|0.26|false|INVERSIONES E INMOBILIARIA D R L LIMITADA||0.6326
INVERSIONES E INMOBILIARIA DALTON SPA|0-0|E000027943|0.6826|NONE|0.0011|false|||0.6815
INVERSIONES E INMOBILIARIA DAMAT|0-0|E000027944|0.728|NONE|0.0063|false|||0.7217
INVERSIONES E INMOBILIARIA DAMATI LIMITA|76528866-5|E000027945|1.0|HIGH|0.2992|false|INVERSIONES E INMOBILIARIA DAMATI LIMITADA||0.7008
INVERSIONES E INMOBILIARIA DAQ S|76327966-9|E000027946|0.9101|MEDIUM|0.2899|false|INVERSIONES E INMOBILIARIA DAQ SPA||0.6202
INVERSIONES E INMOBILIARIA DAQ SPA|76327966-9|E000027947|1.0|HIGH|0.306|false|INVERSIONES E INMOBILIARIA DAQ SPA||0.694
INVERSIONES E INMOBILIARIA DAYNE|0-0|E000027948|0.7474|NONE|0.0513|false|||0.6961
INVERSIONES E INMOBILIARIA DE EVORA SPA|77307709-6|E000027949|1.0|HIGH|0.3336|false|INVERSIONES E INMOBILIARIA DE EVORA SPA||0.6664
INVERSIONES E INMOBILIARIA DE LA PUENTE|0-0|E000027950|0.7747|NONE|0.0555|false|||0.7192
INVERSIONES E INMOBILIARIA DE SU|0-0|E000027951|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA DECLAN LIMITA|0-0|E000027952|0.6362|NONE|0.0237|false|||0.6126
INVERSIONES E INMOBILIARIA DEIKA|78423420-7|E000027953|0.9035|MEDIUM|0.3214|false|INVERSIONES E INMOBILIARIA DEIKA SPA||0.5822
INVERSIONES E INMOBILIARIA DEL S|0-0|E000027954|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA DELLA MAGGIOR|76086445-5|E000027955|0.8034|LOW|0.0482|true|INVERSIONES E INMOBILIARIA DELLA MAGGIORA LIMITADA|76086372-6|0.7552
INVERSIONES E INMOBILIARIA DELRA|0-0|E000027956|0.7059|NONE|0.0592|false|||0.6467
INVERSIONES E INMOBILIARIA DEVOU|0-0|E000027957|0.699|NONE|0.0703|false|||0.6287
INVERSIONES E INMOBILIARIA DHARM|0-0|E000027958|0.6836|NONE|0.2296|false|||0.454
INVERSIONES E INMOBILIARIA DIAZ ANGU|0-0|E000027959|0.7698|NONE|0.0691|false|||0.7007
INVERSIONES E INMOBILIARIA DIAZ PINKAS S|77446966-4|E000027960|0.927|HIGH|0.2441|false|INVERSIONES E INMOBILIARIA DIAZ PINKAS SPA||0.6829
INVERSIONES E INMOBILIARIA DIRA LIMITADA|76749236-7|E000027962|1.0|HIGH|0.3309|false|INVERSIONES E INMOBILIARIA DIRA LIMITADA||0.6691
INVERSIONES E INMOBILIARIA DITTA LIMITAD|96780640-4|E000027963|1.0|HIGH|0.3428|false|INVERSIONES E INMOBILIARIA DITTA LIMITADA||0.6572
INVERSIONES E INMOBILIARIA DLB L|76459601-3|E000027964|0.8928|MEDIUM|0.2925|false|INVERSIONES E INMOBILIARIA DLB LIMITADA||0.6003
INVERSIONES E INMOBILIARIA DLB LIMITADA|76459601-3|E000027965|1.0|HIGH|0.4808|false|INVERSIONES E INMOBILIARIA DLB LIMITADA||0.5192
INVERSIONES E INMOBILIARIA DON AUGUSTO Y|76188040-3|E000027966|0.8984|MEDIUM|0.0434|true|INVERSIONES E INMOBILIARIA DON AUGUSTO LIMITADA|76207246-7|0.855
INVERSIONES E INMOBILIARIA DON EBRO LIMI|76023136-3|E000027967|1.0|HIGH|0.1957|false|INVERSIONES E INMOBILIARIA DON EBRO LIMITADA||0.8043
INVERSIONES E INMOBILIARIA DON GONZALO S|96986460-6|E000027968|0.9455|HIGH|0.1707|false|INVERSIONES E INMOBILIARIA DON GONZALO S A||0.7748
INVERSIONES E INMOBILIARIA DON JOSE LIM|76336592-1|E000027969|0.8306|LOW|0.0011|true|INVERSIONES E INMOBILIARIA SAN JOSE LIMITADA|77307300-7|0.8295
INVERSIONES E INMOBILIARIA DON JOSE SPA|76417099-7|E000027970|0.8443|LOW|0.0174|true|INVERSIONES E INMOBILIARIA DON JOSE FELIPE DE BALAGUER S.P.A.|77504477-2|0.827
INVERSIONES E INMOBILIARIA DON MATIAS LI|76633140-8|E000027971|0.935|HIGH|0.0688|false|INVERSIONES E INMOBILIARIA DON MATIAS LIMITADA||0.8662
INVERSIONES E INMOBILIARIA DON T|0-0|E000027972|0.7354|NONE|0.0015|false|||0.7339
INVERSIONES E INMOBILIARIA DRL S|96980290-2|E000027973|0.8759|MEDIUM|0.2651|false|INVERSIONES E INMOBILIARIA D R L LIMITADA||0.6107
INVERSIONES E INOBILIARIRA DRL S|96980290-2|E000027973|0.8759|MEDIUM|0.2651|false|INVERSIONES E INMOBILIARIA D R L LIMITADA||0.6107
INVERSIONES E INMOBILIARIA DUAO LTDA|96646140-3|E000027974|1.0|HIGH|0.238|false|INVERSIONES E INMOBILIARIA DUAO LTDA||0.762
INVERSIONES E INMOBILIARIA DV|0-0|E000027975|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA DV AN|0-0|E000027976|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA DV S LIMIT|0-0|E000027977|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EASAS|76132525-6|E000027978|0.9342|HIGH|0.2945|false|INVERSIONES E INMOBILIARIA EASAS SPA||0.6397
INVERSIONES E INMOBILIARIA ECHEVERRIA E|76874091-7|E000027979|0.8537|MEDIUM|0.0516|false|INVERSIONES E INMOBILIARIA ECHEVERRIA E HIJOS SPA||0.802
INVERSIONES E INMOBILIARIA ECHEVERRIA Y|76214234-1|E000027980|0.8522|MEDIUM|0.0322|true|INVERSIONES E INMOBILIARIA ECHEVERRIA Y VARGAS LIMITADA|76874091-7|0.82
INVERSIONES E INMOBILIARIA ECP LIMITADA|0-0|E000027981|0.7185|NONE|0.0254|false|||0.6931
INVERSIONES E INMOBILIARIA EDM SPA|76820591-4|E000027982|1.0|HIGH|0.3358|false|INVERSIONES E INMOBILIARIA EDM SPA||0.6642
INVERSIONES E INMOBILIARIA EGANA|96930340-K|E000027983|0.855|MEDIUM|0.0999|false|INVERSIONES E INMOBILIARIA EGANA ACEVEDO SPA||0.7551
INVERSIONES E INMOBILIARIA EL AL|0-0|E000027984|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EL CACIQUE SP|77295677-0|E000027985|0.8346|LOW|0.0|true|INVERSIONES EL CACIQUE SPA|76898019-5|0.8346
INVERSIONES E INMOBILIARIA EL CO|0-0|E000027986|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EL EJE LIMITA|77264860-K|E000027987|1.0|HIGH|0.337|false|INVERSIONES E INMOBILIARIA EL EJE LIMITADA||0.663
INVERSIONES E INMOBILIARIA EL ESTUARIO S|76437989-6|E000027988|0.9258|MEDIUM|0.0275|true|INVERSIONES E INMOBILIARIA EL ESTUARIO SPA|76902017-9|0.8983
INVERSIONES E INMOBILIARIA EL LOA SPA|77908031-5|E000027989|1.0|MEDIUM|0.0489|true|INVERSIONES E INMOBILIARIA EL LOA SPA|76196843-2|0.9511
INVERSIONES E INMOBILIARIA EL MEMBRILLO|76589310-0|E000027990|0.9442|HIGH|0.1806|false|INVERSIONES E INMOBILIARIA EL MEMBRILLO LIMITADA||0.7636
INVERSIONES E INMOBILIARIA EL MOLINO LIM|76289978-7|E000027991|1.0|MEDIUM|0.0129|true|INVERSIONES E INMOBILIARIA EL MOLINO LIMITADA|78154120-6|0.9871
INVERSIONES E INMOBILIARIA EL MOLLE SPA|76472732-0|E000027992|1.0|HIGH|0.222|false|INVERSIONES E INMOBILIARIA EL MOLLE SPA||0.778
INVERSIONES E INMOBILIARIA EL OL|0-0|E000027993|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EL PEUMO LIMI|79871820-7|E000027994|1.0|MEDIUM|0.0133|true|INVERSIONES E INMOBILIARIA EL PEUMO LIMI|76154518-3|0.9867
INVERSIONES E INMOBILIARIA EL PIHUELO SP|77531889-9|E000027995|1.0|HIGH|0.2752|false|INVERSIONES E INMOBILIARIA EL PIHUELO SPA||0.7248
INVERSIONES E INMOBILIARIA EL QUEULE LIM|76365663-2|E000027996|0.835|LOW|0.0802|false|INVERSIONES EL QUEULE LIMITADA||0.7549
INVERSIONES E INMOBILIARIA EL REFUGIO LI|78190170-9|E000027997|0.9348|MEDIUM|0.0|true|INVERSIONES E INMOBILIARIA EL REFUGIO LIMITADA|76916870-2|0.9348
INVERSIONES E INMOBILIARIA EL RO|0-0|E000027998|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EL ROSARIO LI|78932790-4|E000027999|0.9332|MEDIUM|0.0474|true|INVERSIONES E INMOBILIARIA EL ROSARIO LIMITADA|76277337-6|0.8858
INVERSIONES E INMOBILIARIA EL TELEGRAFO|77639236-7|E000028000|0.9442|HIGH|0.3036|false|INVERSIONES E INMOBILIARIA EL TELEGRAFO LIMITADA||0.6406
INVERSIONES E INMOBILIARIA EL TR|0-0|E000028001|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EL TRANSITO S|0-0|E000028002|0.5903|NONE|0.0008|false|||0.5895
INVERSIONES E INMOBILIARIA EL TU|0-0|E000028003|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA EMILIA LIMITA|76245625-7|E000028004|1.0|HIGH|0.0872|false|INVERSIONES E INMOBILIARIA EMILIA LIMITADA||0.9128
INVERSIONES E INMOBILIARIA EMPOR|0-0|E000028005|0.684|NONE|0.0435|false|||0.6405
INVERSIONES E INMOBILIARIA EMPORIUM LIMI|76097263-0|E000028006|1.0|HIGH|0.3444|false|INVERSIONES E INMOBILIARIA EMPORIUM LIMITADA||0.6556
INVERSIONES E INMOBILIARIA ENDAC|76093216-7|E000028007|1.0|HIGH|0.3341|false|INVERSIONES E INMOBILIARIA ENDAC SPA||0.6659
INVERSIONES E INMOBILIARIA ENDAC SPA|76093216-7|E000028007|1.0|HIGH|0.3341|false|INVERSIONES E INMOBILIARIA ENDAC SPA||0.6659
INVERSIONES E INMOBILIARIA ENGONOS SPA|77107495-2|E000028008|1.0|HIGH|0.3277|false|INVERSIONES E INMOBILIARIA ENGONOS SPA||0.6723
INVERSIONES E INMOBILIARIA ENTRE RIOS LI|76430272-9|E000028009|0.9203|MEDIUM|0.0163|true|INMOBILIARIA E INVERSIONES ENTRE RIOS LTDA|76192867-8|0.904
INVERSIONES E INMOBILIARIA ESTYL|0-0|E000028010|0.6598|NONE|0.0231|false|||0.6366
INVERSIONES E INMOBILIARIA EYZACO LIMITA|78102470-8|E000028011|1.0|HIGH|0.3138|false|INVERSIONES E INMOBILIARIA EYZACO LIMITADA||0.6862
INVERSIONES E INMOBILIARIA FACCUSE LIMIT|52002059-4|E000028012|1.0|HIGH|0.2832|false|INVERSIONES E INMOBILIARIA FACCUSE LIMITADA||0.7168
INVERSIONES E INMOBILIARIA FAGNA|0-0|E000028013|0.7201|NONE|0.0742|false|||0.6459
INVERSIONES E INMOBILIARIA FALCO|0-0|E000028014|0.7499|NONE|0.0|false|||0.7499
INVERSIONES E INMOBILIARIA FALHER LIMITA|76311345-0|E000028015|1.0|HIGH|0.2812|false|INVERSIONES E INMOBILIARIA FALHER LIMITADA||0.7188
INVERSIONES E INMOBILIARIA FALTE|0-0|E000028016|0.7174|NONE|0.0458|false|||0.6716
INVERSIONES E INMOBILIARIA FARO|77150928-2|E000028017|0.8975|MEDIUM|0.0971|false|INVERSIONES E INMOBILIARIA EL FARO SPA||0.8003
INVERSIONES E INMOBILIARIA FILL|76349101-3|E000028018|0.9021|MEDIUM|0.2369|false|INVERSIONES E INMOBILIARIA FILL SPA||0.6652
INVERSIONES E INMOBILIARIA FINAN|0-0|E000028019|0.7031|NONE|0.0084|false|||0.6947
INVERSIONES E INMOBILIARIA FLY SPA|0-0|E000028020|0.7542|NONE|0.0099|false|||0.7443
INVERSIONES E INMOBILIARIA FOF LIMITADA|76267595-1|E000028021|1.0|HIGH|0.3342|false|INVERSIONES E INMOBILIARIA FOF LIMITADA||0.6658
INVERSIONES E INMOBILIARIA FONSECA LAGOS|77257703-6|E000028022|0.9476|HIGH|0.1251|false|INVERSIONES E INMOBILIARIA FONSECA LAGOS SPA||0.8225
INVERSIONES E INMOBILIARIA FRAN Y ROSSY|0-0|E000028023|0.6481|NONE|0.0036|false|||0.6444
INVERSIONES E INMOBILIARIA FRANCE LI|76308811-1|E000028024|0.8873|MEDIUM|0.1499|false|INVERSIONES E INMOBILIARIA FRANCE SPA||0.7374
INVERSIONES E INMOBILIARIA FRANCE LIMITA|76308811-1|E000028024|0.8873|MEDIUM|0.1499|false|INVERSIONES E INMOBILIARIA FRANCE SPA||0.7374
INVERSIONES E INMOBILIARIA FRANKATISA CI|76001874-0|E000028025|0.9483|HIGH|0.2954|false|INVERSIONES E INMOBILIARIA FRANKATISA CIA. LIMITADA||0.6529
INVERSIONES E INMOBILIARIA FREEDOM LIMIT|77431080-0|E000028026|1.0|MEDIUM|0.0399|true|INVERSIONES E INMOBILIARIA FREEDOM LIMITADA|76012956-9|0.9601
INVERSIONES E INMOBILIARIA FRIEDLANDER Y|76085244-9|E000028027|0.8661|MEDIUM|0.1925|false|INVERSIONES E INMOBILIARIA FRIEDLANDER & SONS LIMITADA||0.6736
INVERSIONES E INMOBILIARIA FSUMUSGO III|77285203-7|E000028028|0.9212|HIGH|0.2711|false|INVERSIONES E INMOBILIARIA FSUMUSGO III SPA||0.65
INVERSIONES E INMOBILIARIA FV L|0-0|E000028029|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA G G SPA|0-0|E000028030|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA GALEON SPA|76397574-6|E000028031|1.0|HIGH|0.2538|false|INVERSIONES E INMOBILIARIA GALEON SPA||0.7462
INVERSIONES E INMOBILIARIA GASBA|0-0|E000028032|0.713|NONE|0.0603|false|||0.6527
INVERSIONES E INMOBILIARIA GDV L|76308027-7|E000028033|0.894|MEDIUM|0.3522|false|INVERSIONES E INMOBILIARIA GDV LIMITADA||0.5418
INVERSIONES E INMOBILIARIA GEBO|76300050-8|E000028034|0.8944|MEDIUM|0.2654|false|INVERSIONES E INMOBILIARIA GEBO LIMITADA||0.629
INVERSIONES E INMOBILIARIA GENS LIMITADA|76112160-K|E000028035|1.0|HIGH|0.2299|false|INVERSIONES E INMOBILIARIA GENS LIMITADA||0.7701
INVERSIONES E INMOBILIARIA GEO SPA|77209463-9|E000028036|1.0|HIGH|0.0802|false|INVERSIONES E INMOBILIARIA GEO SPA||0.9198
INVERSIONES E INMOBILIARIA GHC LIMITADA|76042723-3|E000028037|1.0|HIGH|0.3057|false|INVERSIONES E INMOBILIARIA GHC LIMITADA||0.6943
INVERSIONES E INMOBILIARIA GIOSA|76031396-3|E000028038|0.9251|HIGH|0.3055|false|INVERSIONES E INMOBILIARIA GIOSA LIMITADA||0.6196
INVERSIONES E INMOBILIARIA GIOSA LIMITAD|76031396-3|E000028039|1.0|HIGH|0.312|false|INVERSIONES E INMOBILIARIA GIOSA LIMITADA||0.688
INVERSIONES E INMOBILIARIA GIRAS|0-0|E000028040|0.6795|NONE|0.0134|false|||0.6662
INVERSIONES E INMOBILIARIA GIRASOL SOCIE|89971300-1|E000028041|0.8058|LOW|0.066|false|INVERSIONES E INMOBILIARIA GIRASOL SOCIEDAD LIMITADA||0.7398
INVERSIONES E INMOBILIARIA GLG S|76558311-K|E000028042|0.9096|MEDIUM|0.2496|false|INVERSIONES E INMOBILIARIA GLG SPA||0.66
INVERSIONES E INMOBILIARIA GLOBAL CAPITA|77241237-1|E000028043|0.8821|MEDIUM|0.0427|true|INVERSIONES E INMOBILIARIA GLOBAL SPA|77973337-8|0.8394
INVERSIONES E INMOBILIARIA GOLD LIMITADA|76060012-1|E000028044|0.9558|HIGH|0.0879|false|INMOBILIARIA E INVERSIONES GOLD LIMITADA||0.8679
INVERSIONES E INMOBILIARIA GOLDEN SAIL C|76389639-0|E000028045|0.8381|LOW|0.1276|false|INVERSIONES E INMOBILIARIA GOLDEN SAIL CHILE LIMITADA||0.7105
INVERSIONES E INMOBILIARIA GOMEZ BOSKE|76879356-5|E000028046|0.8356|LOW|0.0412|true|INVERSIONES E INMOBILIARIA GOMEZ LIMITADA|77598191-1|0.7943
INVERSIONES E INMOBILIARIA GOMEZ LIMITAD|76879356-5|E000028047|1.0|MEDIUM|0.0427|true|INVERSIONES E INMOBILIARIA GOMEZ LIMITADA|77598191-1|0.9573
INVERSIONES E INMOBILIARIA GOMEZ Y HABIB|78631990-0|E000028048|0.9232|HIGH|0.1177|false|INVERSIONES E INMOBILIARIA GOMEZ Y HABIB LTDA||0.8054
INVERSIONES E INMOBILIARIA GRACI|0-0|E000028049|0.7019|NONE|0.0254|false|||0.6766
INVERSIONES E INMOBILIARIA GS SPA|0-0|E000028050|0.0|NONE|0.0|false|||0.0
INVERSIONES E INMOBILIARIA GYHRA SPA.|76018517-5|E000028051|1.0|HIGH|0.1946|false|INVERSIONES E INMOBILIARIA GYHRA SPA.||0.8054
INVERSIONES E INMOBILIARIA HABIB|0-0|E000028052|0.778|NONE|0.063|false|||0.7151
INVERSIONES E INMOBILIARIA HABIBI LIMITA|76749232-4|E000028053|1.0|HIGH|0.1096|false|INVERSIONES E INMOBILIARIA HABIBI LIMITADA||0.8904
INVERSIONES E INMOBILIARIA HACIE|0-0|E000028054|0.6612|NONE|0.0015|false|||0.6597
INVERSIONES E INMOBILIARIA HANAN|0-0|E000028055|0.7264|NONE|0.0044|false|||0.722
INVERSIONES E INMOBILIARIA HANANEEL SPA|76233925-0|E000028056|1.0|HIGH|0.3311|false|INVERSIONES E INMOBILIARIA HANANEEL SPA||0.6689
INVERSIONES E INMOBILIARIA HANCH|0-0|E000028057|0.6911|NONE|0.0389|false|||0.6522
INVERSIONES E INMOBILIARIA HANCHEN LIMIT|76148334-K|E000028058|1.0|HIGH|0.2938|false|INVERSIONES E INMOBILIARIA HANCHEN LIMITADA||0.7062
INVERSIONES E INMOBILIARIA HANNO|0-0|E000028059|0.684|NONE|0.0247|false|||0.6593
INVERSIONES E INMOBILIARIA HARCHA LORCA|76027733-9|E000028060|0.9462|HIGH|0.2567|false|INVERSIONES E INMOBILIARIA HARCHA LORCA SPA||0.6895
INVERSIONES E INMOBILIARIA HARSE|0-0|E000028061|0.6911|NONE|0.0373|false|||0.6538
INVERSIONES E INMOBILIARIA HARSEIM LIMIT|77513230-2|E000028062|1.0|HIGH|0.1888|false|INVERSIONES E INMOBILIARIA HARSEIM LIMITADA||0.8112
INVERSIONES E INMOBILIARIA HELMO|0-0|E000028063|0.6809|NONE|0.0741|false|||0.6068
INVERSIONES E INMOBILIARIA HEMOC|96882160-1|E000028064|0.9116|MEDIUM|0.2104|false|INVERSIONES E INMOBILIARIA HEMOC S A||0.7011
INVERSIONES E INMOBILIARIA HENDA|0-0|E000028065|0.7291|NONE|0.0889|false|||0.6402
INVERSIONES E INMOBILIARIA HERED|0-0|E000028066|0.6287|NONE|0.0064|false|||0.6222
INVERSIONES E INMOBILIARIA HERNANDO DE A|78757820-9|E000028067|0.8028|LOW|0.0268|true|INVERSIONES E INMOBILIARIA HERNANDO DE AGUIRRE S A|76003772-9|0.7759
INVERSIONES E INMOBILIARIA HIFIM|0-0|E000028068|0.7134|NONE|0.1267|false|||0.5867
INVERSIONES E INMOBILIARIA HIFIMA SOCIED|76186026-7|E000028069|0.8466|LOW|0.2084|false|INVERSIONES E INMOBILIARIA HIFIMA SOCIEDAD ANONIMA||0.6381
INVERSIONES E INMOBILIARIA HOPE|76538813-9|E000028070|0.9337|HIGH|0.2236|false|INVERSIONES E INMOBILIARIA HOPE SPA||0.7101
INVERSIONES E INMOBILIARIA HORAC|0-0|E000028071|0.6818|NONE|0.0334|false|||0.6484
INVERSIONES E INMOBILIARIA HORSE|0-0|E000028072|0.6907|NONE|0.0234|false|||0.6673
INVERSIONES E INMOBILIARIA HUACH|0-0|E000028073|0.638|NONE|0.0077|false|||0.6303
INVERSIONES E INMOBILIARIA HUERFANOS SPA|76522323-7|E000028074|1.0|MEDIUM|0.0383|true|INVERSIONES E INMOBILIARIA HUERFANOS SPA|76492285-9|0.9617
INVERSIONES E INMOBILIARIA HUESCA LIMITA|76658580-9|E000028075|1.0|HIGH|0.2954|false|INVERSIONES E INMOBILIARIA HUESCA LIMITADA||0.7046
INVERSIONES E INMOBILIARIA HURGO LIMITAD|76259030-1|E000028076|1.0|HIGH|0.239|false|INVERSIONES E INMOBILIARIA HURGO LIMITADA||0.761
INVERSIONES E INMOBILIARIA I M A  LIMITA|76099898-2|E000028077|1.0|MEDIUM|0.0|true|INVERSIONES E INMOBILIARIA I.M.A. LIMITADA|76299392-9|1.0
